subtype,idx,ssim,psnr
fibroadenoma,0,0.6756091117858887,25.183826446533203
fibroadenoma,1,0.6978924870491028,25.76755142211914
mucinous_carcinoma,0,0.6575534343719482,27.086198806762695
mucinous_carcinoma,1,0.7939912676811218,29.17778778076172
ductal_carcinoma,0,0.7679125666618347,30.875452041625977
ductal_carcinoma,1,0.681593120098114,24.703590393066406
adenosis,0,0.4304366111755371,22.760412216186523
adenosis,1,0.47949346899986267,23.847198486328125
