subtype,idx,ssim,psnr
fibroadenoma,0,0.6222540736198425,24.92852783203125
fibroadenoma,1,0.8198397755622864,29.838926315307617
mucinous_carcinoma,0,0.8582050204277039,30.66299057006836
mucinous_carcinoma,1,0.6716834902763367,26.867454528808594
ductal_carcinoma,0,0.6220986843109131,23.13218879699707
ductal_carcinoma,1,0.5373894572257996,22.67902374267578
adenosis,0,0.8900864720344543,33.35637664794922
adenosis,1,0.7923080325126648,30.711864471435547
